section,reference,title,body,ifc_type,occupancy,design_phase,code_category,primary_responsibility
306 Knee and Toe Clearance,306.3.5,Width,Knee clearance shall be 30 inches (760 mm) wide minimum.,"['Slab', 'Wall', 'BuildingElementProxy']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Factory and Industrial (F)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
307 Protruding Objects,307.1,General,Protruding objects shall comply with 307.,"['Wall', 'Column', 'Beam', 'Door', 'Window']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
307 Protruding Objects,307.2,Protrusion Limits,Objects with leading edges more than 27 inches (685 mm) and not more than 80 inches (2030 mm) above the finish floor or ground shall protrude 4 inches (100 mm) maximum horizontally into the circulation path.,"['Wall', 'Column', 'Beam', 'Covering', 'Door']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
307 Protruding Objects,307.3,Post-Mounted Objects,"Free-standing objects mounted on posts or pylons shall overhang circulation paths 12 inches (305 mm) maximum when located 27 inches (685 mm) minimum and 80 inches (2030 mm) maximum above the finish floor or ground. Where a sign or other obstruction is mounted between posts or pylons and the clear distance between the posts or pylons is greater than 12 inches (305 mm), the lowest edge of such sign or obstruction shall be 27 inches (685 mm) maximum or 80 inches (2030 mm) minimum above the finish floor or ground.","['BuildingElementProxy', 'Column', 'Sign', 'Covering']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Mercantile (M)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
307 Protruding Objects,307.4,Vertical Clearance,Vertical clearance shall be 80 inches (2030 mm) high minimum. Guardrails or other barriers shall be provided where the vertical clearance is less than 80 inches (2030 mm) high. The leading edge of such guardrail or barrier shall be located 27 inches (685 mm) maximum above the finish floor or ground.,"['Slab', 'Covering', 'Railing']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Factory and Industrial (F)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
307 Protruding Objects,307.5,Required Clear Width,Protruding objects shall not reduce the clear width required for accessible routes.,"['Wall', 'Door', 'Column', 'Railing', 'Stair']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
308 Reach Ranges,308.1,General,Reach ranges shall comply with 308.,"['Door', 'Window', 'BuildingElementProxy']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Residential (R)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
308 Reach Ranges,308.2.1,Unobstructed,"Where a forward reach is unobstructed, the high forward reach shall be 48 inches (1220 mm) maximum and the low forward reach shall be 15 inches (380 mm) minimum above the finish floor or ground.","['Wall', 'Door', 'Window', 'BuildingElementProxy', 'Slab']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
308 Reach Ranges,308.2.2,Obstructed High Reach,"Where a high forward reach is over an obstruction, the clear floor space shall extend beneath the element for a distance not less than the required reach depth over the obstruction. The high forward reach shall be 48 inches (1220 mm) maximum where the reach depth is 20 inches (510 mm) maximum. Where the reach depth exceeds 20 inches (510 mm), the high forward reach shall be 44 inches (1120 mm) maximum and the reach depth shall be 25 inches (635 mm) maximum.","['Counter', 'Slab', 'Wall', 'Door', 'Window']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Mercantile (M)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
308 Reach Ranges,308.3.1,Unobstructed,"Where a clear floor or ground space allows a parallel approach to an element and the side reach is unobstructed, the high side reach shall be 48 inches (1220 mm) maximum and the low side reach shall be 15 inches (380 mm) minimum above the finish floor or ground.","['Wall', 'Door', 'Window', 'BuildingElementProxy', 'Covering']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
308 Reach Ranges,308.3.2,Obstructed High Reach,"Where a clear floor or ground space allows a parallel approach to an element and the high side reach is over an obstruction, the height of the obstruction shall be 34 inches (865 mm) maximum and the depth of the obstruction shall be 24 inches (610 mm) maximum. The high side reach shall be 48 inches (1220 mm) maximum for a reach depth of 10 inches (255 mm) maximum. Where the reach depth exceeds 10 inches (255 mm), the high side reach shall be 46 inches (1170 mm) maximum for a reach depth of 24 inches (610 mm) maximum.","['Wall', 'Window', 'Door', 'Counter', 'BuildingElementProxy']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
309 Operable Parts,309.1,General,Operable parts shall comply with 309.,"['Door', 'Window', 'ShadingDevice']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Mercantile (M)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
309 Operable Parts,309.2,Clear Floor Space,A clear floor or ground space complying with 305 shall be provided.,"['Slab', 'Ramp', 'Stair', 'Door']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
309 Operable Parts,309.3,Height,Operable parts shall be placed within one or more of the reach ranges specified in 308.,"['Door', 'Window', 'BuildingElementProxy']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Factory and Industrial (F)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
309 Operable Parts,309.4,Operation,"Operable parts shall be operable with one hand and shall not require tight grasping, pinching, or twisting of the wrist. The force required to activate operable parts shall be 5 pounds (22.2 N) maximum.","['Door', 'Window']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
401 General,401.1,Scope,The provisions of Chapter 4 shall apply where required by Chapter 2 or where referenced by a requirement in this document.,['BuildingElementProxy'],"['Assembly (A)', 'Business (B)', 'Educational (E)', 'Factory and Industrial (F)', 'Residential (R)']","['concept', 'sd', 'dd']",occupancy_classification,architect
402 Accessible Routes,402.1,General,Accessible routes shall comply with 402.,"['Ramp', 'RampFlight', 'Stair', 'Door', 'Slab']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Factory and Industrial (F)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
402 Accessible Routes,402.2,Components,"Accessible routes shall consist of one or more of the following components: walking surfaces with a running slope not steeper than 1:20, doorways, ramps, curb ramps excluding the flared sides, elevators, and platform lifts. All components of an accessible route shall comply with the applicable requirements of Chapter 4.","['Ramp', 'RampFlight', 'Door', 'Slab', 'Elevator']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
403 Walking Surfaces,403.1,General,Walking surfaces that are a part of an accessible route shall comply with 403.,"['Slab', 'Ramp', 'RampFlight', 'Stair', 'StairFlight']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Factory and Industrial (F)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
403 Walking Surfaces,403.2,Floor or Ground Surface,Floor or ground surfaces shall comply with 302.,"['Slab', 'Ramp', 'RampFlight']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Factory and Industrial (F)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
403 Walking Surfaces,403.3,Slope,The running slope of walking surfaces shall not be steeper than 1:20. The cross slope of walking surfaces shall not be steeper than 1:48.,"['Slab', 'Ramp', 'RampFlight', 'Pavement']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Residential (R)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
403 Walking Surfaces,403.4,Changes in Level,Changes in level shall comply with 303.,"['Slab', 'Ramp', 'Stair', 'StairFlight', 'Door']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Mercantile (M)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
403 Walking Surfaces,403.5,Clearances,Walking surfaces shall provide clearances complying with 403.5.,"['Slab', 'Ramp', 'Stair', 'StairFlight']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Residential (R)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
403 Walking Surfaces,403.5.1,Clear Width,"Except as provided in 403.5.2 and 403.5.3, the clear width of walking surfaces shall be 36 inches (915 mm) minimum.","['Ramp', 'RampFlight', 'Stair', 'StairFlight', 'Slab']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Factory and Industrial (F)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
403 Walking Surfaces,403.5.2,Clear Width at Turn,"Where the accessible route makes a 180 degree turn around an element which is less than 48 inches (1220 mm) wide, clear width shall be 42 inches (1065 mm) minimum approaching the turn, 48 inches (1220 mm) minimum at the turn and 42 inches (1065 mm) minimum leaving the turn.","['Wall', 'Door', 'Slab']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
403 Walking Surfaces,403.5.3,Passing Spaces,"An accessible route with a clear width less than 60 inches (1525 mm) shall provide passing spaces at intervals of 200 feet (61 m) maximum. Passing spaces shall be either: a space 60 inches (1525 mm) minimum by 60 inches (1525 mm) minimum; or, an intersection of two walking surfaces providing a T-shaped space complying with 304.3.2 where the base and arms of the T-shaped space extend 48 inches (1220 mm) minimum beyond the intersection.","['Slab', 'Ramp', 'Stair', 'Door', 'Wall']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
403 Walking Surfaces,403.6,Handrails,Where handrails are provided along walking surfaces with running slopes not steeper than 1:20 they shall comply with 505.,"['Railing', 'Ramp', 'Stair']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Factory and Industrial (F)', 'Institutional (I)']","['sd', 'dd', 'cd']",accessibility,architect
"404 Doors, Doorways, and Gates",404.1,General,"Doors, doorways, and gates that are part of an accessible route shall comply with 404.",['Door'],"['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
"404 Doors, Doorways, and Gates",404.2,"Manual Doors, Doorways, and Manual Gates",Manual doors and doorways and manual gates intended for user passage shall comply with 404.2.,"['Door', 'Window', 'BuildingElementProxy']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Mercantile (M)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
"404 Doors, Doorways, and Gates",404.2.1,"Revolving Doors, Gates, and Turnstiles","Revolving doors, revolving gates, and turnstiles shall not be part of an accessible route.","['Door', 'BuildingElementProxy']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
"404 Doors, Doorways, and Gates",404.2.2,Double-Leaf Doors and Gates,At least one of the active leaves of doorways with two leaves shall comply with 404.2.3 and 404.2.4.,['Door'],"['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
